time,text,mode,size,color,user,likes
175.0,呜呜呜陆老师今天去世了，然后给我推走麦城！,5,25,38979,1ad60f8b,0
2063.527,孙权做人不留一线，真的彻底激怒刘备了,5,25,15138834,1d3e23f9,0
2008.305,将士们忠于关羽，高层们看不惯关羽,5,25,16707842,8c92af47,0
1831.779,打盟友净是绝计,5,25,16707842,761638c9,0
1812.837,你非赶尽杀绝是图联盟太牢固吗吕蒙,5,25,16707842,a7d15a57,0
2589.458,注意细节，二爷倒下也不是跪着的！！！,5,25,15138834,e3a8d038,0
1727.882,《刘备也就图一乐，真匡扶汉室还得是孙权》,5,25,16776960,1e5bd586,0
1803.543,如果杀了关羽，刘备肯定倾全国之兵来攻，两个弱国厮杀，强曹难道不会渔利吗？,5,25,16777215,34633455,0
2502.221,赵累:看我开个贾充小号,1,25,16777215,1a58dae,0
2079.853,冷知识：关羽从来没去过西川,5,25,16707842,574a8944,0
1638.859,大魏吴王何敢比我昭烈皇帝！退下！,5,25,10546688,38c2a370,0
2203.68,走麦城 上方谷的雨 五丈原的风 姜伯约的死，虐到怀疑人生,1,25,16707842,376b88dd,0
2326.945,武圣庙里从未少过周仓,5,25,16776960,3709a52,0
516.176,曹粉表示东吴就是鼠辈，咋的了,5,25,16777215,519dd1b5,0
869.848,徐晃没做错，杀关羽是对的，不应该有私情,5,25,16707842,de785710,0
14.024,陆树铭老师走了,5,25,16777215,78b1089a,0
2575.363,关羽扮演者陆树铭老师今天去世了，一路走好！二爷！,5,25,16707842,5865cd7c,0
2596.954,2022-11-1陆树铭老师去世，他就是二爷本人！,5,25,52480,d79a3090,0
2289.331,其实关羽的意思也是让周仓投降活命啊！,5,25,15138834,ba356103,0
2457.52,之后诸葛亮一直北伐，吴国一直苟着，孙权是真的苟，孙策要是没事就好了,5,25,16707842,2b5f0f3e,0
1541.865,事实并不是如此那是孟达挑拨离间添油加醋,5,25,16707842,2b5f0f3e,0
1948.232,将军，我有一计，就说西凉马腾...,5,25,16707842,7fb1c7d0,0
1843.204,打荆州可能战略考虑，杀二爷只能说它有大病,5,25,16777215,7eb2237a,0
1096.429,然后傅士仁和糜芳喜提千古骂名，和秦侩比肩，可喜可贺,5,25,16777215,7eb2237a,0
1219.708,计是妙计，但是战略上太鼠目寸光了，所以叫鼠辈,5,25,16646914,3a4be3bf,0
1824.782,从东吴角度杀了关羽，就是诋毁盟约，再没有希望统一天下，迟早被灭。,5,25,16707842,14abef44,0
2189.835,赵累，王甫都死守麦城，战死了,5,25,16776960,1d51ad19,0
840.142,不是捧杀，徐晃跟二爷有交情，关系挺好的,5,25,16776960,1d51ad19,0
1932.745,我有一计，按暂停就不会被抓,5,25,16777215,1e9e2611,0
1142.736,冷知识：糜芳投降后在东吴谁都看不起他，连比他地位低的骂他都不敢还嘴,5,25,16776960,1e9e2611,0
1763.352,“请！”,5,25,41194,82b62760,0
1618.776,《阴   冥    之   主》,5,25,15138834,f9b098ca,0
1769.682,真忠臣也，我誓杀之,5,25,41194,3758955e,0
1151.531,糜芳好歹是刘备亲戚  降吴真的很渣,5,25,16707842,b04324b4,0
2776.806,感谢陆树铭老师演活了关羽，致敬！,5,25,38979,c5596a3e,0
2606.63,感谢陆树铭老师给我们演绎了一个鲜活的关羽——关云长！致敬经典！,5,25,38979,c5596a3e,0
2393.689,高考满分作文：赤兔马之死,1,25,16777215,fdb192dc,0
1609.646,诸葛瑾每次来做说客都不及格,5,25,16776960,d8bbc122,0
464.096,这就足见鲁肃之智谋，吴蜀一旦开战，双方也就离灭亡不远了,5,25,16707842,246d12c5,0
1737.984,张辽：你会不会啊？亏你是个文官，我劝的时候都比你劝的好,5,25,16776960,89c2c2a,0
2450.469,用笑脸来迎接悲惨的命运，以百倍的勇气来应对这一切的不幸。,5,25,16646914,c93380a7,0
1925.379,王甫：假扮百姓，逃回益州,5,25,16740868,c2f60d15,0
1229.68,有的！二爷你不要这样想，快去找大哥呜呜呜！,5,25,9487136,d36fd523,0
326.463,《停了就走，不许停留》,5,25,8700107,d36fd523,0
1102.356,三 气 关 羽,5,25,16777215,a88973d9,0
1956.114,可派一细作于城中散布谣言 说是西凉马腾意欲谋反,5,25,16707842,b47d9707,0
2222.139,这是给关羽活下去的理由，不然二爷上头又去拼杀或者自刎兄弟们不得哭死。,5,25,38979,e6dce9af,0
1136.356,讲真，糜芳是继刘关张糜之后地位最高的人，他居然投了，而且糜家也是有钱人，他到底图啥？,5,25,16776960,ceeef935,0
313.725,并没有用诈，确实是陶器，锦帛和军爷。。。,5,25,16646914,4729e681,0
220.631,虽说是各为其主，但没几个人能像关羽这般超脱时代。关羽不止是忠心，更有人格魅力和能力加成,5,25,16777215,58fb30c4,0
1830.311,孙刘相攻的时候注定曹魏胜利 只是曹魏内变成为晋进而一统,5,25,38979,ba37b804,0
0.519,二爷千古，陆老先生走好,5,25,16777215,66820c5,0
335.033,东吴痛击队友，自取灭亡，此后统一天下蜀汉和东吴都没有希望了,5,25,15138834,14abef44,0
2572.863,2022-11-1 关羽扮演者陆树铭老师去世,5,25,15138834,6120377c,0
292.46,就是鼠辈，甚至都不敢明目张胆的打荆州,1,25,16777215,9b68c847,0
8.559,今天关羽扮演者陆树铭先生去世了QAQ,1,25,15138834,2278186,0
1260.148,关羽:我没闪，很快啊，欺负我一个69岁的老将军，我劝这位年轻人.耗子尾汁！,1,25,15772458,2bd75da8,0
422.691,大争之世而已，怎么还有粉丝玩饭圈,5,25,16777215,257a6d45,0
2381.713,马：好冷,5,25,16777215,6f834fec,0
2569.014,赤兔也会很自责自己被绊倒了吧(哭),1,25,16777215,b1b9e2dd,0
442.772,陆逊是江东世族，只想看顾好自家基业，天下无所谓,5,25,16777215,88effbb3,0
836.404,威震华夏的武圣关云长，拥有,5,25,15138834,9624aa4c,0
1580.436,像极了俄乌会战时候劝乌军投降的亲苏份子,1,25,16777215,16feb3e5,0
