time,text,mode,size,color,user,dmid,likes
1309.172,现在不用分析了,5,25,15138834,1985e57a,1299033312090012160,0
282.259,这只凛好像感冒了，不如我们……,1,25,16777215,1985e57a,1298523101768184064,0
205.226,我不管，她们亲了,5,25,15138834,6aa2d5e7,1297290790909197568,0
1303.321,请分析一下受力情况,5,25,15138834,7a3b7425,1288639944906191104,0
785.014,好背,1,25,16777215,482813f6,1251556776399557632,0
462.226,黑皮妹,1,25,16777215,482813f6,1251505310141854976,0
375.372,让我想到花吻在上,1,25,16777215,6ee7665b,1211548608722144768,0
1051.704,只有替身使者才能看到（dogs）,1,25,16777215,bea24d14,1126083959101631232,0
405.691,我想要花吻疗法(狗头保命),1,25,16777215,6cf366ec,49723400680112135,0
212.439,左上角,1,25,16777215,e82a01f2,1374863430778880,0
430.953,好温馨,1,25,16777215,652275ee,3995104711,0
