time,text,mode,size,color,user,dmid,likes
1439.679,灵魂画手,1,25,16777215,afc7c50c,1308093422288159488,0
39.105,きのう不是昨天吗？,1,25,16777215,450f848e,1302212914740027392,0
1141.445,经费充足啊，一天换一套衣服,1,25,16777215,1985e57a,1298319169430961152,0
794.786,孩子，探听别人的秘密是不对的,1,25,16777215,46b17e6e,1294228870052397312,0
516.879,有一个人不想分开,1,25,16777215,46b17e6e,1294226397165855488,0
985.273,秘密知道的人越少越好,1,25,16777215,70db55fb,1289075388303201792,0
511.881,石头:不要，俺要看女孩子贴贴,1,25,16777215,611e8ed7,1288186065832058368,0
1267.327,你哭什么-，-,1,25,16777215,5d0fea9a,1282748227451702016,0
1172.49, 估计是按放手的顺序触发的,1,25,16777215,fe6e2d7,1272731029266089728,0
1182.368,233ヽ(๏~๏)ﾉ,1,25,16777215,dd4956e0,1238596237813566464,0
1240.195,啊？！,1,25,16777215,bea24d14,1125457022565905408,0
1164.675,我就知道,1,25,16777215,bea24d14,1125456300910864896,0
1036.317,其实完全不用管的，因为男生嘛，过几天就和好了,1,25,16777215,bea24d14,1125455054179128832,0
969.074,上一秒告诉小孩，下一秒就说出去了,1,25,16777215,bea24d14,1125454120837552640,0
839.578,别心软呐,1,25,16777215,bea24d14,1125452820594913536,0
376.81,礼尚往来2333,1,25,16777215,4b10f8aa,41013456367255555,0
73.734,我也不知道啊,1,25,16777215,4b10f8aa,41013358688731143,0
1178.479,怎么收场，233,1,25,16777215,a20dcd3f,4152241021,0
643.569,纳尼?脸红什么,1,25,16777215,652275ee,3992769647,0
407.312,23333太惨,1,25,16777215,652275ee,3992760018,0
