time,text,mode,size,color,user,dmid,likes
684.472,震惊弟弟一百年（）,1,25,16777215,235dd49d,1310403769804494848,0
415.535,初春泪子即视感,5,25,41194,5741da25,1302217329043868160,0
469.678,橘势大好,5,25,16755202,5662ea8e,1300296463254906624,0
467.629,老夫老妻了,1,25,16777215,1985e57a,1298300145108063744,0
1206.127,笑死,5,25,15138834,70db55fb,1289060174916536576,0
510.975,这番也太哇塞了吧！,5,25,15138834,70db55fb,1289053641273265408,0
191.888,社死现场,1,25,16777215,7430603e,1288606647459218176,0
1327.719,女孩子真是美好啊,5,25,15138834,7a3b7425,1288387576620950528,0
1207.806,哈哈哈哈哈,1,25,16777215,7a3b7425,1288385063242937088,0
1077.691,我要笑死了,1,25,16777215,bb04c072,1281079603531746048,0
1040.19,笑死我了,1,25,16777215,bb04c072,1281079434585131520,0
514.144,哈哈哈,1,25,16777215,ce392829,1269286269939156480,0
432.9,啊？,1,25,16777215,10bb3772,1264441962593843456,0
381.836,贪心啊少女,1,25,16777215,10d28c35,1255949039963307264,0
1191.723,好热血,1,25,16777215,482813f6,1251453481546453504,0
989.336,你姐飞了,1,25,16777215,482813f6,1251451784036294400,0
508.773,好耶,1,25,16777215,482813f6,1251447743587993856,0
1319.715,女孩子之间真是好啊,1,25,16777215,b2dd2dad,1249568796956907264,0
1412.477,看这条就感觉有东西,1,25,16777215,8c65bfd8,1242720008853974528,0
510.657,wow！床上运动～,1,25,16777215,f892ffe8,1240348262054347776,0
488.323,真不错,1,25,16777215,d70ac48f,1237174863333368832,0
58.691,广播体操,1,25,16777215,edf81132,52703986161025031,0
821.288,好有默契,1,25,16777215,cda26dfd,45428253151199235,0
949.852,23333,1,25,16777215,4b10f8aa,41012925103079429,0
790.546,二人三足,1,25,16777215,4b10f8aa,41012803837886471,0
520.187,推倒了,1,25,16777215,4b10f8aa,41012636282257415,0
511.505,23333,1,25,16777215,4b10f8aa,41012621663535107,0
200.444,没错你卡了,1,25,16777215,12ef8973,32804757033189383,0
666.911,大家都好好看,1,25,16777215,59254cf9,1829803866456068,0
1040.597,耐力是真的好,1,25,16777215,d1327fc2,1376067932651520,0
512.315,大橙已定,1,25,16777215,e82a01f2,1285258326573056,0
51.894,医学复健?,1,25,16777215,22d66a0,4028876557,0
509.051,老。老夫好兴奋。,1,25,16777215,2bb3793,3985246532,0
692.048,一脸懵逼,1,25,16777215,1e17c4af,3984446278,0
510.881,？？？,1,25,16777215,1e17c4af,3984442958,0
493.077,好体位,1,25,16777215,cb4f9ed4,3984432770,0
474.514,神风助力2333333,1,25,16777215,ea0d95ad,3977621217,0
